QTD_ITENS;50
QTD_MOCHILAS;3
CAPACIDADES;514;587;466
ITEM;PESO;VALOR
0;32;278
1;41;357
2;59;504
3;40;452
4;29;254
5;66;632
6;67;604
7;60;588
8;27;298
9;57;572
10;54;541
11;68;765
12;48;554
13;41;343
14;74;744
15;76;823
16;67;543
17;54;434
18;48;429
19;44;497
20;44;365
21;30;292
22;62;604
23;57;592
24;24;243
25;47;403
26;48;448
27;48;511
28;51;472
29;49;576
30;57;580
31;51;492
32;48;568
33;30;265
34;67;692
35;79;698
36;63;633
37;58;517
38;49;421
39;21;193
40;67;748
41;37;418
42;59;607
43;59;588
44;43;506
45;69;623
46;27;300
47;69;718
48;40;392
49;57;599
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
26;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;1;0;1;1;0
27;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;1;0;0;1;1;0;1;0
28;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;0;1;1;1;0;1
29;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0
30;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0
31;1;1;1;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;1;1;0;1;0;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1;0;1;1;0;1
32;0;1;1;1;1;1;1;0;0;0;1;0;1;1;0;1;1;0;1;1;0;1;0;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;1
33;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;0;1;0
34;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;1;0;1
35;1;0;0;0;1;1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;0;1;1;1;0;1;0;1;1;0;1;1;1;0;1;1;1;1;1;0;0;1;0
36;0;0;1;0;1;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;0;1;0
37;1;1;1;1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0
38;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;1;1;0;1;0;0;0;1;1;0;1;0;0
39;0;1;0;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;1;0;1;0;1;1;1
40;0;0;1;0;1;0;1;0;1;1;0;1;1;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;1;0
41;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;1;0;1;1;1;1
42;1;0;1;1;0;1;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0
43;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;1;1;0;1;1;1;0;1;1;1;0
44;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1
45;0;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0
46;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;1;1
47;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;0;1;1;1
48;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1
49;0;0;1;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1
